发布时间,问题,回答
1301036666,2011 年 3 月 18 日 至 3 月 25 日，知乎上都有哪些值得关注的新用户？," 冀勇庆，功力深厚的IT观察者，作家。曾任《IT经理世界》首席记者，《华为的世界》作者。<a href=""http://www.zhihu.com/people/jiyongqing"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/people/jiyong</span><span class=""invisible"">qing</span><span class=""ellipsis""></span></a><br><br>郭开森，玄鸟传媒 CEO。曾任《IT经理世界》资深记者，新浪科技副主编，techtarget 总经理。<a href=""http://www.zhihu.com/people/guo-kai-sen"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/people/guo-ka</span><span class=""invisible"">i-sen</span><span class=""ellipsis""></span></a><br><br>幻灭，“G速客”（2006-2008年中国更新最勤奋，质量最高的 Google 观察博客）的创办者。<a href=""http://www.zhihu.com/people/kenwong"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/people/kenwon</span><span class=""invisible"">g</span><span class=""ellipsis""></span></a><br><br>张磊，点心操作系统CEO。<a href=""http://www.zhihu.com/people/lei.zhang"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/people/lei.zh</span><span class=""invisible"">ang</span><span class=""ellipsis""></span></a><br><br>姚剑军，站长之家创始人。<a href=""http://www.zhihu.com/people/afei"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/people/afei</span><span class=""invisible""></span></a><br><br>王佩，白板报创办者。<a href=""http://www.zhihu.com/people/wangpei"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/people/wangpe</span><span class=""invisible"">i</span><span class=""ellipsis""></span></a> "
1301388082,知乎怎么管理重复出现的后续答案？, 如果回答的内容已经有人回答过了，那就是在生产重复内容，制造垃圾了。其实如果你的答案和别人基本上一样，最好的方法是点击「赞同」（每个答案旁边的向上箭头），而不是再去回答一次。<br><br>知乎把内容质量的评判权力都给了用户，对于没有价值的答案，请点击「没有帮助」。 
1301586829,在知乎的提问里总结答案 这种行为是被提倡的吗？, 在答案总结里进行总结（每个问题页面都一个「答案总结」）是被提倡和鼓励的。<br><br>在提问里总结答案，那就不是在提问了，是在陈述，这样做会让其他用户很困惑，你是在提问呢，还是在直接公布答案呢？ 
1301587317,为什么知乎编辑个人资料的地方那么不明显，需要寻找好久，是不是可以优化一下啊？, 可以，我们很快改善这个体验点：） 
1301587341,怎么能知道我是知乎第多少号用户？," 请看：<a href=""http://www.zhihu.com/question/19562406"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1956</span><span class=""invisible"">2406</span><span class=""ellipsis""></span></a> "
1301587413,知乎需要一个按钮：在页面的任何地方可以到自己首页/到页面顶部/返回上一页。在一个页面内往下看往下看，需要回到首页或者到页面顶部，只能滑动鼠标。, 嗯，你说得对，我们一开始没考虑到回答数量上升得这么快。「回到顶部」功能，我们很快会加上的。 
1301591787,知乎是如何筛选初始准入用户的，具体的筛选标准是什么？," 很简单啊，我们没筛选。<br><br>知乎一直在测试期，最开始是用 IP 访问，我们把邀请码给了愿意帮助知乎测试的朋友，但用 IP 不是太方便，后来就转到了 <a href=""http://zhihu.com"" class=""internal""><span class=""invisible"">http://</span><span class=""visible"">zhihu.com</span><span class=""invisible""></span></a> 的域名上，转到域名上以后有人在微博上要邀请码，因为测试期的知乎还有不少问题，很多人我们也不认识，所以就做了一个表单，请大家填写，我们好逐一发放。但意料之外的是，填写表单的人实在太多了，我们完全处理不过来（目前就胡维同学一人在维护，他每天还要做大量别的事情）……<br><br>大概是因为申请表单让人误会这是一个筛选的过程，所以……干脆我们关闭这份申请表，把更多的邀请码给大家吧，请大家来帮助我们邀请新用户。<br><br>BTW：更多的邀请码会在未来几天知乎新功能上线后，一并发放出来。请大家维护这里的氛围，让分享更有价值。 "
1301657621,讲讲知乎这个域名购买过程呗，挺喜欢这个名字的。," 请参考：<a href=""http://www.zhihu.com/question/19550393"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1955</span><span class=""invisible"">0393</span><span class=""ellipsis""></span></a> "
1301674102,知乎用户可能被hack吗？（我最近的邀请码变化有些奇怪）, 理论上不会，我们立刻排查。 
1301715945,知乎如何主动的推送我感兴趣的内容？," 是的，关注了话题以后，相关的内容都会推送给你，请参考：<a href=""http://www.zhihu.com/question/19553419"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1955</span><span class=""invisible"">3419</span><span class=""ellipsis""></span></a><br><br>另外，如果对某个问题不感兴趣，可以点击「不感兴趣」，这个问题以后的更新就会不推送给你──即不会出现在你的首页 feed 中。 "
1301764256,你是抱有何种态度在知乎中回答问题的？, 根据问题的补充说明「有些回答可能很愚蠢、很肤浅，但我看重的是表达和沟通，而非展示个人知识。」我建议你选择微博，一方面很碎片化，可以随意表达，没有任何限制，另一方面，完全不用担心发布的信息准确不准确，专业不专业的问题，只要发布就好了。<br><br>要想在知乎同时获得价值和分享价值，那就不要把表达和沟通放在首位，而是把内容质量放在首位，如果一个问题你提供不了太多有价值的信息，那就不要回答，关注就好了。 
发布时间,问题,回答
1301896382,为什么总有人把知乎上的问答摘抄放到外边？比如新浪微博," 请息怒。《环球企业家》应该向您道歉。<br><br>内容被转载，误用，包装的情况从有互联网开始就有了。对于知乎来说，我们会尽快做好引用指南，明确引用如何做署名，非商业化等的规则。<br><br>接下来会提供发布内容时提供内容版权限制，每个用户都可以选择是否允许自己发布的内容被引用。<br><br>还有就是版权，我们已经请专业的律师来帮助更新了版权（还没有上线），规定了如果引用没有用户的书面同意，那肯定是侵权了。<br><br>当然，我们知道很多做法是防君子不防小人的，如果涉及到特别敏感的问题，请选择匿名回答。<br><br><b>更新：知乎已经使用了 CC 协议 <a href=""http://www.zhihu.com/question/19652287"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1965</span><span class=""invisible"">2287</span><span class=""ellipsis""></span></a></b> "
1302078675,知乎的邀请机制出 bug 了？," 非常抱歉 ，刚刚知乎系统出了点小故障，个别用户看到自己增加很大数目的邀请码，我们已经解决了问题，如果有用户在刚才答应发给朋友知乎邀请，但现在邀请码不足，可以联系知乎的运营同学成远（<a href=""http://www.zhihu.com/people/chengyuan"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/people/chengy</span><span class=""invisible"">uan</span><span class=""ellipsis""></span></a>）解决。 "
1302082700,我想问一下，今天中午的时候看到我有15个邀请名额，但是下午5点多的时候怎么没有了，是不是bug？," 非常抱歉 ，那时知乎系统出了点小故障，个别用户看到自己增加很大数目的邀请码，我们已经解决了问题，如果有用户在刚才答应发给朋友知乎邀请，但现在邀请码不足，可以联系知乎的运营同学成远（<a href=""http://www.zhihu.com/people/chengyuan"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/people/chengy</span><span class=""invisible"">uan</span><span class=""ellipsis""></span></a>）解决。 "
1302186381,淘宝出售知乎邀请码是否有知乎员工参与？, 肯定没有关系。 
1302234484,我问了个关于color“玩”的精髓的问题，但被自动绑定到了color前景的问题上，这是两个问题哇......这是为什么哇, 问题的右侧有一个齿轮，点击开，可以撤消问题的重定向。 
1302535862,知乎上采用实名注册的人比例在增加还是下降，为什么？, 上升，因为现在邀请时提示使用实名，于是就上升了。 
1302593430,知乎的用户协议（2011 年 4 月 12 日）中到底有哪些问题？, 刚刚知乎协议引来的一些批评和建议。对此我们深表歉意。<br><br>这事赖我们，之前知乎只是参考了一些与内容平台相关的网站的用户协议，言辞不够考究，正在修改。知乎绝对以用户利益为大，请大家相信我们。<br><br><b>1.用户不能自由使用自己发布的内容？</b><br><b></b><br><b>回答：不是。</b><br><b></b>用户在知乎发布的内容，用户完全可以自由使用，并且自由地授权给第三方使用，不受限制。但，如果是转载他人发布的内容，则需要获得别人的同意才可以。<br><br><b>2.知乎上的用户被第三方侵权，知乎不管不顾？</b><br><b></b><br><b>回答：不是。</b><br>知乎协议中有一项排他性协议，正是针对外部网站侵权时使用的，而绝对不是针对用户和作者的，即当其它网站不经用户同意大面积直接拷贝知乎的内容时，知乎可以代表用户来维权。<br><br><b>3.知乎天然拥有用户内容的授权，可以随便使用？<br></b><br><b>回答：不是。</b><br>大家请放心，没有用户的同意我们不会使用。我们正在完善协议中这部分内容。 
