发布时间,问题,回答
1294480999,Mac 上好用的视频播放器有哪些？," 在 Mac 上主要用下面 4 款媒体播放器，个人体验最好的是 MPlayerX ：<br><br><ul><li><b>QuickTime </b></li></ul>苹果自家的播放器，播放 .mov 和 .mp4  效果最好，可惜格式支持太少。可以安装一个 Perian 插件，增加支持 divx、flv、avi 等格式，但有时仍然无法播放，体验不是太好。<br><a href=""https://link.zhihu.com/?target=http%3A//www.apple.com/quicktime/download/"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://www.</span><span class=""visible"">apple.com/quicktime/dow</span><span class=""invisible"">nload/</span><span class=""ellipsis""></span></a><br><a href=""https://link.zhihu.com/?target=http%3A//www.perian.org/"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://www.</span><span class=""visible"">perian.org/</span><span class=""invisible""></span></a><br><br><ul><li><b>VLC</b></li></ul>VLC 在 Mac 上的用户数很多，支持格式也非常广，体验也不错。不过有时对中文字幕的字幕支持不太好，需要在「Preferences - Subtitles」中设置字幕语言。VLC 还有 Windows 和 iOS 平台上的版本。 <br><a href=""https://link.zhihu.com/?target=http%3A//www.videolan.org/vlc/download-macosx.html"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://www.</span><span class=""visible"">videolan.org/vlc/downlo</span><span class=""invisible"">ad-macosx.html</span><span class=""ellipsis""></span></a><br><br><ul><li><b>MPlayer OSX Extended</b></li></ul>MPlayer OSX Extended 界面不错，视频播放品质也很好。不过对字幕支持有时也会出问题。<br><a href=""https://link.zhihu.com/?target=http%3A//www.mplayerosx.ch/%23downloads"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://www.</span><span class=""visible"">mplayerosx.ch/#</span><span class=""invisible"">downloads</span><span class=""ellipsis""></span></a><br><br><ul><li><b>MPlayerX</b></li></ul>我目前在 Mac 上最常用的媒体播放器，界面简洁（很像 QuickTime），占系统资源少。对字幕的支持非常好。<br><a href=""https://link.zhihu.com/?target=http%3A//code.google.com/p/mplayerx/"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">code.google.com/p/mplay</span><span class=""invisible"">erx/</span><span class=""ellipsis""></span></a><br><a href=""https://link.zhihu.com/?target=http%3A//www.apple.com/downloads/macosx/video/mplayerx.html"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://www.</span><span class=""visible"">apple.com/downloads/mac</span><span class=""invisible"">osx/video/mplayerx.html</span><span class=""ellipsis""></span></a> "
1294491052,Mac 上有 .mov 转 MP4 的免费软件吗？,<ul><li>Snow Leopard 的 QuickTime（即以前的 QuickTime Pro）本身也可以转换格式，打开文件之后在菜单中选择「存储为」-「影片」-「iPhone/Apple TV 版本」<br></li></ul><br><ul><li>一般 iTunes 可以播放的 mov 视频，导入 iTunes 影片库，选择 iTunes 菜单中的「高级」-「创建 iPad/iPhone/Apple TV 版本」，也可以转换格式。</li></ul><br><ul><li>有时候我还会用 iMovie 去转换媒体文件格式，有点劳师动众了。<br></li></ul>
1294491254,为什么一个人回答的 100 个问题中只有最近回答的20个能被看到，他之前回答的问题哪儿能看到？,<b>更新</b>：这个问题已经解决，点击页面底部的「更多」按钮即可。 
1294495471,iOS 与 Mac OS X 系统中常出现的 “ i ”图标，使用的是什么字体？," 苹果目前在网页和平面广告中使用的基本都是 Myriad Pro 字体，由 Adobe 出品，被 Adobe 和苹果作为官方默认英文字体。<a href=""https://link.zhihu.com/?target=http%3A//en.wikipedia.org/wiki/Myriad_%28typeface%29"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">en.wikipedia.org/wiki/M</span><span class=""invisible"">yriad_(typeface)</span><span class=""ellipsis""></span></a> "
1294501640,Verizon iPhone 和当前的 iPhone 4 有什么区别？, Verizon iPhone  应该是基于 iPhone 4 对网络芯片进行修改后的产品，所以对普通用户来说变化不大。Verizon iPhone 与 iPhone 4 的主要区别是在：<br><br><ul><li>2.5 G 网络（蜂窝网络）</li></ul>Verizon iPhone 使用的是 Verizon 的 CDMA 技术，当前 iPhone 4 是 GSM 技术。<br><br><ul><li>3G 网络</li></ul>Verizon 采用的是 CDMA 2000（EV-DO）技术，AT&amp;T 用的是 WCDMA 技术。<br><br><ul><li>4G 网络</li></ul>Verizon 已开始转向下一代（4G）LTE 网络，但是否会在下周的 Verizon iPhone 上应用仍不确定。但有可能会让 Verizon 版 iPhone 5 支持 LTE 网络。 
1294505902,能否把知乎里的“摇滚”和“摇滚乐”话题合并？, 「话题合并」和「话题别名」是我们接下来要添加的两个功能，希望帮助知乎社区的用户都可以使用。 
1294546093,为什么在有实体按键的手机上，数字键「5」上有一个凸起的小点？, 据说是为了方便盲人或有视觉障碍的人使用。电脑键盘上「F」和「J」两个按键也都留有两个凸起的小点，一个道理。 <br><br>不过，正常人可能难以理解这种设计对盲人的帮助会有多大。 
1294548271,在知乎回答问题时，如果答案过长，是否鼓励使用外部链接？,"引用外部的内容回答问题是可以的，但我们建议使用「摘要」的方式，即从外部内容中摘出最有价值的部分作为引用，其他的部分可简要介绍一下，然后给出外部内容的链接。<br>例如，我在：史蒂夫·乔布斯和乔纳森·艾夫第一次见面的情景是怎样的？（<a href=""http://www.zhihu.com/question/19552329"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1955</span><span class=""invisible"">2329</span><span class=""ellipsis""></span></a>）问题中的回答就使用了这种方式。<br><br>如果外部内容的文字很多，除非该内容的作者是你自己或该内容恰好能高质量的解答知乎上的问题，一般不建议全文引用到知乎。<br><br>此外，如果只给出一个外部内容的链接，建议对链接做一点简要介绍。"
1294548998,大型触摸设备有前景吗？, 大型触摸设备目前在大众消费市场还不成熟，换句话说，还没有杀手级应用。<br><br>目前的主要用途是在那些需要「台面」展示的地方。 
1294555106,为什么苹果是先做 iOS App Store，然后才有 Mac App Store ？而不是反过来？,"<ul><li><b>软件的入口</b></li></ul>事实上，在 Mac App Store 之前，苹果官方网很早就有专门的 Mac OS 软件推荐和下载中心 <a href=""https://link.zhihu.com/?target=http%3A//www.apple.com/downloads/macosx/"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://www.</span><span class=""visible"">apple.com/downloads/mac</span><span class=""invisible"">osx/</span><span class=""ellipsis""></span></a> 。但苹果只相当于一个中间人，免费软件和试用软件可以下载，但付费的软件是用户直接和软件发行商打交道，自己去购买。  <br><br>App Store 模式相当于苹果成了中间代理商，而且是非常强势的渠道代理商，软件发行商要把软件交给苹果（还要通过各种审核），用户把把钱交给苹果，苹果从销售额中分成。这个强势与 iPhone 的火爆销售有很大关系，苹果在双方关系中占有优势，才使得分成的模式成为可能。  <br><br>在 iPhone 之前，苹果虽然有 Mac ，但 Mac 软件发行商还没有要争抢着分 30% 销售收入给苹果的冲动——因为 Mac 沿袭了个人电脑的开放性，并非封闭的系统，开发商完全可以不通过苹果公司直接发行 Mac 软件，只要用户购买就行。而 iPhone 除了越狱之外，没有办法安装 App Store 以外的软件，苹果把第三方软件入口完全封死了。而目前 Photoshop 等大型软件仍然不愿意进驻 Mac App Store ，因为苹果还没有把 Mac 上这条路堵死。  <br><br><ul><li><b>软件的发行方式（云）</b></li></ul>此外，软件发行也是一个问题。传统 Mac 桌面软件相对于 iPhone 软件，体积更大，有些软件可能会达到 1GB 或更大，所以传统的软件发行是通过光盘的介质（Apple Store 零售店一直通过光盘介质代理销售正版 Mac 软件）。近几年苹果在云存储和云计算上的投入，使得苹果有能力同时处理大量的数据请求，并且用户的下载体验可以得到保证。  <br><br><ul><li><b>生态环境</b></li></ul>iPhone App Store 给苹果带来了数万名软件开发者，更带来上亿的软件消费者，构建一个良性的生态，才使得  Mac App Store 水到渠成。软件开发者会绞尽脑汁思考什么软件或游戏会吸引 Mac 用户，Mac 用户也多了很多选择。  <br><br><ul><li><b>细节创新</b></li></ul>App Store 模式方便了普通用户下载和管理软件，比如，一键删除软件、自动更新软件、一次购买永久下载，等等。这些都是直接从 iPhone App Store 继承的。"
1294556036,Mozilla 获得收入的方法有什么？, 补充一句，其中与 Google 搜索合作带来的收入约占 Mozilla  总收入的近 80% 。2011 年 1 月的数据，Firefox 浏览器占全球浏览器市场份额 22.8% 。 
1294560441,在社交网站中，你关注不想关注的人的原因是什么？, 言下之意，就是「不想」关注，但「需要」关注。<br><br>这种情况会很少，如果有，可能跟工作需要相关。 
1294581780,新浪微博的 “管不着” 系列表情是谁设计的？," 是新浪微博上的这位 “管不着丸” 同学（<a href=""https://link.zhihu.com/?target=http%3A//t.sina.com.cn/guanbuzhao"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">t.sina.com.cn/guanbuzha</span><span class=""invisible"">o</span><span class=""ellipsis""></span></a>），她已经来知乎了~ <br><br><b>曹笑</b>  <a href=""http://www.zhihu.com/people/cao-xiao"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/people/cao-xi</span><span class=""invisible"">ao</span><span class=""ellipsis""></span></a> "
1294586908,世界上最高的瀑布在哪里？," 在维基百科上查找了一番：<br><br>安赫尔瀑布，又名天使瀑布（Angel Falls）或丘伦梅鲁瀑布。<br><blockquote>位于委内瑞拉玻利瓦尔州圭亚那高原卡罗尼河支流丘伦河上的瀑布，落差达 980 米，是世界上最高的瀑布。当地印第安人本来叫它丘伦梅鲁瀑布，1933 年因美国探险家詹姆斯·安赫尔（James Crawford Angel）在拉美飞行时意外发现了这个瀑布。<br><br>1937年，詹姆斯·安赫尔再次对这个瀑布进行考察，但因一次不成功的降落紧急迫降在山顶。之后，在食物短缺的情况下，他在荒野中携妻子徒步跋涉 11 天才到达最近的村镇，被当地人传为奇迹。1956 年，安赫尔在巴拿马死于一次飞行事故。遵照他的遗愿，安赫尔的儿子将其骨灰撒在了此瀑布中。此后，委内瑞拉宣布将瀑布以詹姆斯·安赫尔的名字命名为 “安赫尔”（Angel）瀑布，也得名“天使瀑布”（Angel Falls）。</blockquote>Pixar 的动画电影《飞屋环游记》（UP）中的瀑布和故事正是取材于此。<br><br>维基百科：<a href=""https://link.zhihu.com/?target=http%3A//en.wikipedia.org/wiki/Angel_Falls"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">en.wikipedia.org/wiki/A</span><span class=""invisible"">ngel_Falls</span><span class=""ellipsis""></span></a> "
1294588427,你认为不错的西部片有哪些？," The Good, the Bad and the Ugly（黄金三镖客）， IMDB 评分 9.0 。 "
1294630710,为什么 iPhone 4 白色版在宣布半年后还未上市？, 下周 Verzion iPhone 发布，可能会有白色款。 
1294638175,使用知乎的过程中，你遇到过哪些产品漏洞（bug）或问题？, 我对原问题进行了修改，你可以直接在回答中反馈你遇到的产品 bug 。 
1294639138,Quora 为什么把「搜索」和「提问」两个功能整合了？, Quora 之所以这么设计，可能是因为「题问」和「搜索」并不是两个完全独立的不相干的功能，而是一个使用流。<br><br>当 Quora 积累了一定数量的问题之后，Quora 并不希望用户上来就直接添加问题，而是希望用户在添加问题之前，能够先搜索一下，是不是已经有相同或类似的问题了。而且 Quora 的搜索是即时匹配的，不需要「回车」就能够看见搜索结果。如果用户没有发现相同和类似的问题，再「回车」就可以继续提问了。 
1294639392,知乎能不能把「添加问题」的按钮变成「搜索」?, 之所以这么设计，因为「题问」和「搜索」并不是两个完全独立的不相干的功能，而是一个使用流。<br><br>当知乎积累了一定数量的问题之后，我们并不希望用户上来就直接添加问题，而是希望用户在添加问题之前，能够先搜索一下，是不是已经有相同或类似的问题了。<br><br>而且搜索框中输入一些关键词，比如「为什么」「Google」「退出中国」，知乎的搜索是即时匹配的，你会看见系统推荐给你的问题或话题。如果有人问过这个问题，你直接去查看或关注问题就好。如果你发现还没有人问过这个问题，这时候直接「回车」，你在搜索框中输入的文字会自动出现在「添加问题」框中，你只需将问题补充完整或修改好就可以提问了。<br><br>当然，这里有一个挑战用户习惯的地方，就是很多用户习惯了「回车」开始搜索。但其实不用回车，如果你在搜索框中输入了文字，只要稍等约 0.5 秒，就会看见知乎匹配的搜索结果了。这个和 Google Instant 有些相似的地方。 
